iReady_Admin,Subject,Student ID,Student Grade,Academic Year,Enrolled,Sex,Hispanic or Latino,Race,English Language Learner,Special Education,Economically Disadvantaged,Migrant,Class(es),Class Teacher(s),Report Group(s),Start Date,Completion Date,Baseline Diagnostic (Y/N),Most Recent Diagnostic (Y/N),Duration (min),Rush Flag,Overall Scale Score,Overall Placement,Overall Relative Placement,Percentile,Grouping,Lexile Measure,Lexile Range,Phonological Awareness Scale Score,Phonological Awareness Placement,Phonological Awareness Relative Placement,Phonics Scale Score,Phonics Placement,Phonics Relative Placement,High-Frequency Words Scale Score,High-Frequency Words Placement,High-Frequency Words Relative Placement,Vocabulary Scale Score,Vocabulary Placement,Vocabulary Relative Placement,Reading Comprehension: Overall Scale Score,Reading Comprehension: Overall Placement,Reading Comprehension: Overall Relative Placement,Reading Comprehension: Literature Scale Score,Reading Comprehension: Literature Placement,Reading Comprehension: Literature Relative Placement,Reading Comprehension: Informational Text Scale Score,Reading Comprehension: Informational Text Placement,Reading Comprehension: Informational Text Relative Placement,Diagnostic Gain,Annual Typical Growth Measure,Annual Stretch Growth Measure,Percent Progress to Annual Typical Growth (%),Percent Progress to Annual Stretch Growth (%),Mid On Grade Level Scale Score,Reading Difficulty Indicator (Y/N)
iReady 4,ELA,1502017,5,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 5 - Dupree - Homeroom IS-62c47c737082816f437258d7; Mathematics 5 - Crowell - Period 3-62f2b003e760951681540016; Reading 5 - Dupree - Period 8-62f2b003e76095168154000d; Science 5 - Dupree - Period 11-62f2b003e76095168153fffa; Small Group Instruction/What I Need 5 - Dupree - Period 5-62f6a39a9d2533345d748d8f,"Crowell, Siani; Dupree, David; Moore, Andrea",5th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,102,,549,Level 4,1 Grade Level Below,28,3,780L,680L-830L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,578,Level 4,1 Grade Level Below,534,Level 3,2 Grade Levels Below,540,Level 4,1 Grade Level Below,529,Level 3,2 Grade Levels Below,0,16,30,0,0,609,Not Provided
iReady 4,ELA,1602021,1,2022-2023,Enrolled,male,,Black or African American,,,,,Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Primary School,06/06/2023,06/06/2023,N,Y,64,,447,Early 1,Early On Grade Level,45,3,90L,BR10L-140L,416,Level K,1 Grade Level Below,446,Early 1,Early On Grade Level,502,Max Score,Mid or Above Grade Level,354,Level K,1 Grade Level Below,472,Mid 1,Mid or Above Grade Level,461,Mid 1,Mid or Above Grade Level,486,Late 1,Mid or Above Grade Level,59,49,67,120,88,458,N
iReady 4,ELA,1632018,3,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 3 - Stadler - Homeroom IS-62c47c737082816f437258db; Mathematics 3 - Swaby - Period 7-62f2b003e760951681540018; Reading 3 - Stadler - Period 14-62f2b003e760951681540008; Science 3 - Stadler - Period 3-62f2b003e760951681540002; Small Group Instruction/What I Need 3 - Stadler - Period 5-62f6a39a9d2533345d748d8b,"Stadler, Haley; Swaby, Chisoney",3rd Grade Reading; All IS Reading; ESY 2023; Hocker ELA; IS IEP; IS SPED,06/06/2023,06/06/2023,N,Y,32,,424,Level 1,2 Grade Levels Below,6,1,215L,115L-265L,,Tested Out,Mid or Above Grade Level,398,Level K,3 or More Grade Levels Below,437,Level 1,2 Grade Levels Below,438,Level 1,2 Grade Levels Below,422,Level 1,2 Grade Levels Below,403,Level K,3 or More Grade Levels Below,440,Level 1,2 Grade Levels Below,26,36,79,72,33,545,Y
iReady 4,ELA,1532020,2,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 2 - Zalot - Homeroom PS-62c47c737082816f437258e2; Mathematics 2 - Wright - Period 5-62f693c16b50b95cca1b4ffa; Reading 2 - Zalot - Period 13-63110145716749135e754645; Science 2 - Del Rosario - Period 3-62fa506e8914f13d8a6cb7fb; Small Group Instruction/What I Need 2 - Zalot - Period 11-631f46a61fd27826215332fd; Structured Play 2 - Gonzalez Giraldo - Period 6-62f693c16b50b95cca1b4ff6,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,21,Yellow Rush Flag,451,Level 1,1 Grade Level Below,18,3,335L,235L-385L,,Tested Out,Mid or Above Grade Level,494,Early 2,Early On Grade Level,511,Max Score,Mid or Above Grade Level,402,Level K,2 Grade Levels Below,426,Level 1,1 Grade Level Below,429,Level 1,1 Grade Level Below,423,Level 1,1 Grade Level Below,106,44,81,241,131,513,Y
iReady 4,ELA,2292019,7,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 5-63923060f10539797e54e91b; ELA 7 - McMillan - Period 3-6306414edec4186a935552a5; Homeroom 7 - Abdul-Quddus - Homeroom MS-62c47c737082816f437258d4; Mathematics 7 - DiPierro - Period 8-630647b14839ae3b4b0b9d2c; Music 7 - Villamil Gomez - Period 6-63065c114d1c76105a6c2efb; Science 7 - Davis - Period 14-63064681dbb9dd4f943007a0; Social Studies, History, and Geography 7 - Erstein - Period 11-63065a5c19a57649536a738a","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students; ELA 7 - SWA - Summiya; ESY 2023; MS 504; MS IEP; MS SWA 7; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,117,,585,Level 6,1 Grade Level Below,34,3,945L,845L-995L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,589,Level 6,1 Grade Level Below,583,Level 6,1 Grade Level Below,580,Level 5,2 Grade Levels Below,586,Level 6,1 Grade Level Below,23,17,50,135,46,632,Not Provided
iReady 4,ELA,2312015,7,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 7 - Joyner - Period 3-639230c7d60ac242f53d6983; ELA 7 - McMillan - Period 8-6306414edec4186a935552a4; Homeroom 7 - Robinson - Homeroom MS-62c47c737082816f437258d1; Mathematics 7 - DiPierro - Period 13-630647b14839ae3b4b0b9d2b; Music 7 - Villamil Gomez - Period 3-63065c114d1c76105a6c2ef9; Science 7 - Kelley - Period 5-63064681dbb9dd4f943007a3; Social Studies, History, and Geography 7 - Erstein - Period 7-63065a5c19a57649536a7387","Davis, Georgette; DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,43,,659,Late 7,Mid or Above Grade Level,88,5,1280L,1180L-1330L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,632,Mid 7,Mid or Above Grade Level,673,Level 8,Mid or Above Grade Level,665,Late 7,Mid or Above Grade Level,682,Level 8,Mid or Above Grade Level,25,4,14,625,179,632,Not Provided
iReady 4,ELA,1642018,4,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 4 - Shugars - Homeroom IS-62c47c737082816f437258dd; Mathematics 4 - Turner - Period 3-62f2b003e76095168154001a; Reading 4 - Shugars - Period 13-62f2b003e76095168154000e; Science 4 - Shugars - Period 7-62f2b003e76095168153fffe; Small Group Instruction/What I Need 4 - Shugars - Period 11-62f6a39a9d2533345d748d8c,"Moore, Andrea; Shugars, Emily; Turner, Inayah",4th Grade Reading; All IS Reading; Catapult Tutoring with Added Students,06/06/2023,06/06/2023,N,Y,113,,524,Level 3,1 Grade Level Below,27,3,670L,570L-720L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,526,Level 3,1 Grade Level Below,523,Level 3,1 Grade Level Below,551,Level 3,1 Grade Level Below,493,Level 2,2 Grade Levels Below,6,20,36,30,17,579,Not Provided
iReady 4,ELA,1542016,6,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Current Events 6 - Joyner - Period 9-6392266703323b7435365050; ELA 6 - Campana - Period 3-62fa63c96ac2e61a14296ee5; Homeroom 6 - Erstein - Homeroom MS-62c47c737082816f437258d5; Mathematics 6 - Dougherty - Period 13-630647b14839ae3b4b0b9d2e; Music 6 - Villamil Gomez - Period 9-630654c37e0a833ef607c905; Science 6 - Kelley - Period 11-63064681dbb9dd4f943007a8; Social Studies, History, and Geography 6 - Erstein - Period 7-62fa6a0398e6686c6851842d","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,114,,620,Mid 6,Mid or Above Grade Level,71,5,1105L,1005L-1155L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,613,Early 6,Early On Grade Level,623,Mid 6,Mid or Above Grade Level,635,Mid 6,Mid or Above Grade Level,611,Early 6,Early On Grade Level,25,12,26,208,96,616,Not Provided
iReady 4,ELA,1562014,8,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Algebra I - Nelson - Period 13-630647b14839ae3b4b0b9d30; Current Events 8 - Joyner - Period 11-639232b2f0d9f002dd40f468; ELA 8 - Fergusson - Period 3-6306414edec4186a935552a8; Homeroom 8 - Nelson - Homeroom MS-62c47c737082816f437258d0; Music 8 - Villamil Gomez - Period 6-63065c114d1c76105a6c2ef8; Science 8 - Davis - Period 8-63064681dbb9dd4f943007a2; Social Studies, History, and Geography 8 - Henry - Period 10-63065a5c19a57649536a7386","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,59,,637,Early 8,Early On Grade Level,64,5,1180L,1080L - 1230L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,647,Mid 8,Mid or Above Grade Level,632,Early 8,Early On Grade Level,649,Mid 8,Mid or Above Grade Level,614,Level 7,1 Grade Level Below,68,18,50,378,136,642,Not Provided
iReady 4,ELA,1512017,5,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading,06/06/2023,06/07/2023,N,Y,64,,526,Level 3,2 Grade Levels Below,17,3,675L,575L-725L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,531,Level 3,2 Grade Levels Below,523,Level 3,2 Grade Levels Below,539,Level 4,1 Grade Level Below,508,Level 3,2 Grade Levels Below,67,26,61,258,110,609,Not Provided
iReady 4,ELA,1522017,5,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,45,,516,Level 3,2 Grade Levels Below,13,3,630L,530L-680L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,531,Level 3,2 Grade Levels Below,510,Level 3,2 Grade Levels Below,527,Level 3,2 Grade Levels Below,493,Level 2,3 or More Grade Levels Below,1,20,47,5,2,609,Not Provided
iReady 4,ELA,2112017,7,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,98,,657,Late 7,Mid or Above Grade Level,87,5,1270L,1170L-1320L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,683,Level 8,Mid or Above Grade Level,643,Mid 7,Mid or Above Grade Level,656,Late 7,Mid or Above Grade Level,630,Early 7,Early On Grade Level,25,4,14,625,179,632,Not Provided
iReady 4,ELA,1532017,5,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 5 - Nance - Homeroom IS-62c47c737082816f437258d8; Mathematics 5 - Crowell - Period 11-62f2b003e760951681540019; Reading 5 - Nance - Period 3-62f2b003e760951681540003; Science 5 - Nance - Period 8-62f2b003e76095168153fffc; Small Group Instruction/What I Need 5 - Nance - Period 5-62f6a39a9d2533345d748d91,"Alfonse, Emily; Crowell, Siani; Lewis, Bridget; Moore, Andrea; Nance, Shanae",5th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,47,,606,Early 5,Early On Grade Level,71,5,1040L,940L-1090L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,606,Early 5,Early On Grade Level,606,Mid 5,Mid or Above Grade Level,612,Mid 5,Mid or Above Grade Level,602,Early 5,Early On Grade Level,33,16,30,206,110,609,Not Provided
iReady 4,ELA,1612021,1,2022-2023,Enrolled,female,,Black or African American,,,,,Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; Catapult Tutoring with Added Students; Primary School; Updated Catapult Tutoring,06/08/2023,06/08/2023,N,Y,37,,481,Late 1,Mid or Above Grade Level,69,5,310L,210L-360L,551,Max Score,Mid or Above Grade Level,502,Level 2,Mid or Above Grade Level,489,Level 2,Mid or Above Grade Level,435,Early 1,Early On Grade Level,469,Mid 1,Mid or Above Grade Level,471,Mid 1,Mid or Above Grade Level,467,Mid 1,Mid or Above Grade Level,97,49,67,198,145,458,N
iReady 4,ELA,1622021,1,2022-2023,Enrolled,male,,Black or African American,,,,,Homeroom 1 - Lubrano - Homeroom-62c47c737082816f437258e7; Mathematics 1 - Lubrano - Period 11-62f693a71f27ae5a02559a0f; Reading 1 - Lubrano - Period 3-6310fd89fe1443337c6880d4; Science 1 - Kim - Period 13-62fa506e8914f13d8a6cb7fd; Small Group Instruction/What I Need 1 - Lubrano - Period 15-631f599cfe910d50ae362f27; Small Group Instruction/What I Need 1 - Lubrano - Period 6-631f446617bc886bc57da6b0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0e,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Lubrano, Alice; McMillan, Sharone; Medina, Margarita; Peralta, Britany; Zalot, Amy",1st Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,50,,510,Late 1,Mid or Above Grade Level,86,5,500L,400L-550L,493,Max Score,Mid or Above Grade Level,518,Level 3,Mid or Above Grade Level,506,Max Score,Mid or Above Grade Level,491,Late 1,Mid or Above Grade Level,522,Late 1,Mid or Above Grade Level,552,Level 2,Mid or Above Grade Level,496,Late 1,Mid or Above Grade Level,76,47,56,162,136,458,N
iReady 4,ELA,1572014,8,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 8 - Joyner - Period 7-6392320e6a1b2a3e970e4a59; ELA 8 - Fergusson - Period 6-6306414edec4186a935552a0; Homeroom 8 - Joyner - Homeroom MS-62c47c737082816f437258cd; Mathematics 8 - Nelson - Period 3-6307bc3276048d5eab5c5f17; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef7; Science 8 - Davis - Period 11-63064681dbb9dd4f943007a5; Social Studies, History, and Geography 8 - Henry - Period 11-63065a5c19a57649536a7389","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students; Catapult Tutoring with Added Students; MS 504; MS SWA 8; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,70,,663,Mid 8,Mid or Above Grade Level,85,5,1300L,1200L - 1350L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,722,Level 10,Mid or Above Grade Level,640,Early 8,Early On Grade Level,642,Mid 8,Mid or Above Grade Level,638,Early 8,Early On Grade Level,59,9,25,656,236,642,Not Provided
iReady 4,ELA,2792019,3,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 3 - Stadler - Homeroom IS-62c47c737082816f437258db; Mathematics 3 - Swaby - Period 7-62f2b003e760951681540018; Reading 3 - Stadler - Period 14-62f2b003e760951681540008; Science 3 - Stadler - Period 3-62f2b003e760951681540002; Small Group Instruction/What I Need 3 - Stadler - Period 5-62f6a39a9d2533345d748d8b,"Stadler, Haley; Swaby, Chisoney",3rd Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,64,,513,Early 3,Early On Grade Level,33,4,620L,520L-670L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,541,Early 3,Early On Grade Level,498,Level 2,1 Grade Level Below,504,Level 2,1 Grade Level Below,493,Level 2,1 Grade Level Below,22,26,40,85,55,545,N
iReady 4,ELA,1812023,K,2022-2023,Enrolled,male,N,Black or African American,,,,,Homeroom K - Alagona - Homeroom PS-62c47c737082816f437258df; Mathematics K - Alagona - Period 10-62f693766c6b433381175d30; Reading K - Alagona - Period 5-62fa4e36c252017f1f56294a; Science K - Alagona - Period 11-62fbb3244ef1494353591b4c; Small Group Instruction/What I Need K - Alagona - Period 13-62fa51d02d6f160d77727e56; Small Group Instruction/What I Need K - Alagona - Period 3-62fa54b7c9b8187c0f2bf89e; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2c,"Alagona, Brooke; Bang, Julie; Brady, Jacquelyn; Gonzalez Giraldo, Isabella",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,25,,368,Early K,Early On Grade Level,23,5,BR400L,BR400L-BR370L,282,Emerging K,1 Grade Level Below,402,Mid K,Mid or Above Grade Level,391,Mid K,Mid or Above Grade Level,385,Early K,Early On Grade Level,362,Early K,Early On Grade Level,348,Emerging K,1 Grade Level Below,375,Early K,Early On Grade Level,43,49,67,88,64,396,N
iReady 4,ELA,1822023,K,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"ESL Grade K - Dougherty - Period 3-6329f8ad05914019ba350ad9; Homeroom K - Page - Homeroom PS-62c47c737082816f437258e3; Mathematics K - Page - Period 11-62f693766c6b433381175d2f; Reading K - Page - Period 5-62fa4e36c252017f1f562949; Science K - Page - Period 10-62fbb3244ef1494353591b4d; Small Group Instruction/What I Need K - Page - Period 3-62fa4d51ce97ff040813f521; Social Studies, History, and Geography K - Page - Period 13-62fa50d3f242b837da68a0a1; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2e","Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella; Kim, Yuri; Page, Chonda",All PS Reading; Kindergarten Reading; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,33,,406,Mid K,Mid or Above Grade Level,57,5,BR170L,BR270L-BR120L,427,Level 1,Mid or Above Grade Level,406,Mid K,Mid or Above Grade Level,448,Level 1,Mid or Above Grade Level,393,Early K,Early On Grade Level,378,Early K,Early On Grade Level,372,Early K,Early On Grade Level,383,Early K,Early On Grade Level,70,49,67,143,104,396,N
iReady 4,ELA,1542017,5,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 5 - Yentema - Homeroom IS-62c47c737082816f437258d6; Mathematics 5 - Crowell - Period 8-62f2b003e760951681540015; Reading 5 - Yentema - Period 11-62f2b003e760951681540004; Science 5 - Yentema - Period 7-62f2b003e76095168153fff9; Small Group Instruction/What I Need 5 - Yentema - Period 5-62f6a39a9d2533345d748d90,"Crowell, Siani; Moore, Andrea; Yentema, Jessica",5th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,144,Yellow Rush Flag,530,Level 3,2 Grade Levels Below,19,3,695L,595L-745L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,532,Level 3,2 Grade Levels Below,530,Level 3,2 Grade Levels Below,564,Level 4,1 Grade Level Below,488,Level 2,3 or More Grade Levels Below,33,20,47,165,70,609,Not Provided
iReady 4,ELA,1582014,8,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 8 - Joyner - Period 3-639232737ef25c47d65fbeb4; ELA 8 - Fergusson - Period 11-6306414edec4186a935552a1; Homeroom 8 - Henry - Homeroom MS-62c47c737082816f437258ce; Mathematics 8 - Nelson - Period 7-6307bc3276048d5eab5c5f18; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef6; Science 8 - Davis - Period 3-63064681dbb9dd4f943007a6; Social Studies, History, and Geography 8 - Henry - Period 5-63065a5c19a57649536a7385","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,133,,633,Early 8,Early On Grade Level,60,4,1165L,1065L - 1215L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,667,Mid 8,Mid or Above Grade Level,614,Level 7,1 Grade Level Below,601,Level 7,1 Grade Level Below,625,Early 8,Early On Grade Level,45,12,36,375,125,642,Not Provided
